timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-13T23:04:43,athlete_model_training,154f2eef-cb52-4c71-b61d-a23a8441a5a3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.692958411999996,1.9527879526946575e-05,4.161102190254524e-06,42.5,0.0,10.0,5.5372623550000457e-05,0.0,1.3025358366666733e-05,6.839798191666719e-05,United States,USA,south carolina,,,Linux-6.1.123+-x86_64-with-glibc2.35,3.11.13,3.0.2,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,-79.9746,32.8608,12.673782348632812,machine,N,1.0
