timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-13T23:05:05,athlete_model_training,caed5386-afb8-45f9-86ba-67c8dffa69de,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.841675108999993,2.013036693472856e-05,4.15772774536421e-06,42.5,0.0,10.0,5.708102091249951e-05,0.0,1.3427222016666621e-05,7.050824292916613e-05,United States,USA,south carolina,,,Linux-6.1.123+-x86_64-with-glibc2.35,3.11.13,3.0.2,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,-79.9746,32.8608,12.673782348632812,machine,N,1.0
