timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-13T23:04:59,athlete_model_training,be01196f-aa0e-4721-9178-0748ece48aa2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.32017556300002,6.37548963510556e-05,4.161499069568822e-06,42.5,0.0,10.0,0.00018077921124999964,0.0,4.2527484272222354e-05,0.000223306695522222,United States,USA,south carolina,,,Linux-6.1.123+-x86_64-with-glibc2.35,3.11.13,3.0.2,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,-79.9746,32.8608,12.673782348632812,machine,N,1.0
