timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-13T23:05:28,athlete_model_training,3bf76ddf-f327-49fd-a73a-279f034b5c87,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.10631798199995,8.78291508039817e-05,4.161272983704918e-06,42.5,0.0,10.0,0.00024904091462152854,0.0,5.8587809744444524e-05,0.000307628724365973,United States,USA,south carolina,,,Linux-6.1.123+-x86_64-with-glibc2.35,3.11.13,3.0.2,2,Intel(R) Xeon(R) CPU @ 2.20GHz,,,-79.9746,32.8608,12.673782348632812,machine,N,1.0
